FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,ARR_DELAY,DEP_DELAY 
2018-04-11,AA,152,DCA,DFW,-29.0,-6.0
2018-03-29,WN,6074,PDX,OAK,-21.0,-6.0
2018-11-08,YX,3709,ORD,CMH,-9.0,-6.0
2018-06-30,EV,4230,IAH,MOB,-14.0,-6.0
2018-05-06,AA,1367,LGA,MIA,-9.0,-6.0
2018-11-20,UA,2023,EWR,CLE,-4.0,-6.0
2018-10-19,YX,4490,DSM,PHL,-18.0,-6.0
2018-05-20,AA,712,TPA,DCA,-12.0,-6.0
2018-10-19,EV,2938,BHM,DFW,-10.0,-6.0
2018-10-10,UA,2338,IAD,BDL,-16.0,-6.0
2018-04-11,OO,5841,DEN,DRO,-16.0,-6.0
2018-05-20,AS,713,SAN,SEA,-18.0,-6.0
2018-06-10,DL,1559,DTW,LAX,-10.0,-6.0
2018-10-21,AA,2112,ILM,CLT,-4.0,-6.0
2018-03-29,EV,5523,RDU,LGA,-24.0,-6.0
2018-11-16,B6,699,BDL,DCA,5.0,-6.0
2018-12-16,AA,2246,DFW,SAN,-10.0,-6.0
2018-08-23,YV,6235,PHL,IAD,-17.0,-6.0
2018-10-02,DL,2264,SEA,ANC,-20.0,-6.0
2018-12-16,AA,2177,PHX,LAS,-12.0,-6.0
2018-12-03,MQ,3452,ORD,AZO,-5.0,-6.0
2018-12-03,EV,3966,EWR,GRR,9.0,-6.0
2018-07-18,9E,5218,RIC,LGA,,-6.0
2018-12-21,OO,3584,BIS,MSP,-13.0,-6.0
2018-02-04,EV,2868,MLU,DFW,-10.0,-6.0
2018-12-22,AS,1611,SAN,SEA,8.0,-6.0
2018-09-17,DL,431,TPA,DTW,-27.0,-6.0
2018-07-16,OO,5560,DEN,PSP,-16.0,-6.0
2018-12-22,NK,363,ATL,IAH,-4.0,-6.0
2018-09-17,DL,1945,MSP,BZN,-6.0,-6.0
2018-08-24,DL,1508,SRQ,ATL,-10.0,-6.0
2018-10-02,YV,5952,DFW,LFT,-7.0,-6.0
2018-08-24,MQ,4079,DFW,DAY,-10.0,-6.0
2018-09-17,AA,1060,EWR,MIA,-26.0,-6.0
2018-10-01,B6,1459,BDL,FLL,2.0,-6.0
2018-09-17,MQ,3339,BIL,DFW,-13.0,-6.0
2018-02-22,AA,1709,AUS,PHX,-5.0,-6.0
2018-12-03,YX,4519,RDU,PHL,-22.0,-6.0
2018-07-18,OO,3009,LEX,ORD,-2.0,-6.0
2018-02-22,DL,2986,IND,ATL,-13.0,-6.0
2018-01-21,WN,4730,STL,MCO,-14.0,-6.0
2018-03-06,AA,559,CLT,PHL,11.0,-6.0
2018-01-20,DL,971,MIA,BOS,-18.0,-6.0
2018-09-16,NK,798,TPA,BOS,-5.0,-6.0
2018-01-19,WN,1108,IAD,ATL,-23.0,-6.0
2018-02-22,OO,4830,ATL,CHA,-12.0,-6.0
2018-08-23,MQ,3810,DFW,ACT,-15.0,-6.0
2018-12-17,DL,1175,FLL,ATL,-16.0,-6.0
2018-07-29,AA,2006,DTW,PHL,-30.0,-6.0
2018-12-03,DL,2209,DTW,SAT,-45.0,-6.0
2018-01-20,9E,4052,JFK,DCA,4.0,-6.0
2018-08-22,AA,530,SYR,CLT,-9.0,-6.0
2018-12-21,WN,870,RSW,BWI,-11.0,-6.0
2018-07-14,G4,860,PIE,LEX,-20.0,-6.0
2018-02-06,WN,1979,FLL,ATL,-11.0,-6.0
2018-01-13,DL,2298,SRQ,ATL,-3.0,-6.0
2018-12-24,UA,1023,PHX,ORD,-23.0,-6.0
2018-01-14,EV,5497,LGA,CLE,11.0,-6.0
2018-07-14,B6,657,CLE,FLL,-25.0,-6.0
2018-01-14,UA,624,SFO,ORD,-22.0,-6.0
2018-07-14,UA,495,LAX,DEN,-7.0,-6.0
2018-09-24,OO,7407,SLC,TWF,-20.0,-6.0
2018-11-30,OH,5581,PHL,DAY,2.0,-6.0
2018-08-27,9E,3485,DTW,BTV,-19.0,-6.0
2018-02-19,OO,5870,AUS,SFO,-25.0,-6.0
2018-12-24,YV,6203,IAH,PHL,-31.0,-6.0
2018-10-04,AA,2133,DCA,BOS,-27.0,-6.0
2018-02-19,YV,5791,HOU,DFW,-9.0,-6.0
2018-10-04,AA,2329,MIA,PHL,-18.0,-6.0
2018-12-10,AA,2493,MIA,BWI,-27.0,-6.0
2018-10-04,OO,4483,SBN,MSP,0.0,-6.0
2018-02-06,DL,1420,FLL,ATL,-14.0,-6.0
2018-03-10,AA,2664,LAX,AUS,-27.0,-6.0
2018-12-16,AA,2021,CLE,CLT,-24.0,-6.0
2018-07-15,OO,5327,SFO,BOI,-12.0,-6.0
2018-03-10,AS,966,ANC,CDV,-1.0,-6.0
2018-08-24,NK,658,LAX,PIT,-7.0,-6.0
2018-01-16,DL,1693,MSP,ORD,-19.0,-6.0
2018-12-22,YX,3523,IAH,BNA,-9.0,-6.0
2018-08-25,AA,980,DFW,IAH,-15.0,-6.0
2018-02-20,UA,538,SNA,SFO,5.0,-6.0
2018-03-11,YX,3445,DEN,MAF,-11.0,-6.0
2018-08-26,OO,3317,SJC,LAX,-6.0,-6.0
2018-08-26,YX,3598,EWR,DTW,-9.0,-6.0
2018-12-16,UA,285,ABQ,ORD,-18.0,-6.0
2018-02-06,B6,631,BOS,LGA,-23.0,-6.0
2018-08-25,AA,1579,ORD,BDL,-9.0,-6.0
2018-02-20,AA,2129,DCA,BOS,-18.0,-6.0
2018-09-11,UA,206,ORD,MCO,-10.0,-6.0
2018-02-20,YV,6013,BTV,IAD,-25.0,-6.0
2018-08-17,NK,808,ATL,FLL,6.0,-6.0
2018-01-30,DL,2380,BTV,ATL,-62.0,-6.0
2018-12-06,MQ,3319,DFW,ABI,-3.0,-6.0
2018-12-18,OO,3081,PHX,SAF,-10.0,-6.0
2018-01-31,UA,2110,IAH,DFW,-13.0,-6.0
2018-02-28,DL,575,EWR,ATL,-21.0,-6.0
2018-01-27,OO,4737,SEA,BOI,-12.0,-6.0
2018-12-06,UA,2325,EWR,DFW,0.0,-6.0
2018-08-15,OO,3691,LEX,MSP,-5.0,-6.0
2018-07-26,YX,4426,PHL,PIT,-14.0,-6.0
2018-01-25,AA,1999,PHL,RDU,-9.0,-6.0
2018-09-13,9E,5353,GRR,LGA,-12.0,-6.0
2018-09-29,OO,5381,GRR,ORD,5.0,-6.0
2018-01-25,YX,4538,DCA,RDU,-19.0,-6.0
2018-01-26,MQ,3309,DFW,LEX,-13.0,-6.0
2018-12-19,DL,2210,JAN,ATL,-19.0,-6.0
2018-07-23,DL,2574,MSP,ORD,-16.0,-6.0
2018-01-31,OO,5055,SFO,PSC,-1.0,-6.0
2018-01-26,B6,1137,BOS,DTW,-25.0,-6.0
2018-02-27,OO,4284,SLC,GJT,2.0,-6.0
2018-08-16,B6,490,MCO,JFK,-15.0,-6.0
2018-08-15,EV,4127,IAH,GRK,-7.0,-6.0
2018-12-06,OO,3109,CLT,FWA,-14.0,-6.0
2018-07-24,OO,2990,ORD,CHA,-5.0,-6.0
2018-07-25,YX,3483,CLE,EWR,-6.0,-6.0
2018-01-29,WN,5812,SMF,PHX,-11.0,-6.0
2018-09-15,AA,2007,ORD,PHL,7.0,-6.0
2018-09-28,WN,852,DEN,BOI,-8.0,-6.0
2018-02-27,UA,1920,AUS,IAH,-18.0,-6.0
2018-08-17,WN,383,MDW,LAX,-23.0,-6.0
2018-12-07,OO,3867,ATL,VLD,-18.0,-6.0
2018-08-17,9E,5476,DTW,MKE,1.0,-6.0
2018-12-06,AS,423,PDX,SEA,0.0,-6.0
2018-02-27,AA,375,ORD,LGA,-22.0,-6.0
2018-09-28,MQ,3690,PIT,BOS,5.0,-6.0
2018-12-18,DL,1377,MSP,SNA,-8.0,-6.0
2018-07-24,DL,2956,MSP,GRR,-18.0,-6.0
2018-01-28,F9,1806,STL,RSW,-3.0,-6.0
2018-10-01,OH,5607,CLT,LYH,13.0,-6.0
2018-09-26,UA,613,LAX,ORD,-8.0,-6.0
2018-10-01,EV,4254,EWR,MHT,-11.0,-6.0
2018-02-02,EV,5501,CLE,DTW,12.0,-6.0
2018-12-20,WN,2933,BUF,FLL,-3.0,-6.0
2018-07-20,NK,165,DFW,ATL,8.0,-6.0
2018-09-13,DL,2490,IAD,MSP,-20.0,-6.0
2018-08-13,UA,1612,IAH,PHL,-11.0,-6.0
2018-12-08,OO,5753,SFO,RDD,-11.0,-6.0
2018-01-21,DL,1483,SLC,LAS,-15.0,-6.0
2018-09-12,AA,1849,MCO,CLT,-3.0,-6.0
2018-09-12,OO,3535,MSP,LNK,-13.0,-6.0
2018-01-21,WN,4550,MCO,MDW,-23.0,-6.0
2018-09-12,B6,525,JFK,TPA,-3.0,-6.0
2018-09-16,WN,6308,HOU,LAS,-26.0,-6.0
2018-03-05,AA,1428,PHX,PSP,-9.0,-6.0
2018-01-22,UA,1741,ORD,LGA,-20.0,-6.0
2018-01-22,EV,4241,DCA,EWR,-19.0,-6.0
2018-01-22,B6,404,ATL,BOS,-27.0,-6.0
2018-01-24,AA,433,PHX,SFO,-3.0,-6.0
2018-08-14,DL,2313,CMH,MSP,-20.0,-6.0
2018-01-24,WN,456,BNA,CHS,-13.0,-6.0
2018-08-14,DL,1412,ATL,BNA,-7.0,-6.0
2018-01-31,AA,2138,DCA,BOS,-18.0,-6.0
2018-12-07,AA,424,CHS,CLT,-10.0,-6.0
2018-01-31,YX,4487,CMH,LGA,-20.0,-6.0
2018-09-26,NK,672,MSY,FLL,2.0,-6.0
2018-03-02,AS,24,SEA,BOS,-8.0,-6.0
2018-01-23,AA,341,MIA,MSY,-14.0,-6.0
2018-09-30,YV,6054,BRO,IAH,-16.0,-6.0
2018-07-20,9E,5043,LGA,BUF,-23.0,-6.0
2018-01-23,AA,2207,DFW,SFO,-9.0,-6.0
2018-12-17,AA,2558,FLL,DFW,-17.0,-6.0
2018-12-17,OO,3562,DTW,LAN,-9.0,-6.0
2018-01-24,OH,5265,CLT,LYH,-2.0,-6.0
2018-03-04,B6,1210,JAX,BOS,-4.0,-6.0
2018-02-01,OH,5519,SRQ,DCA,1.0,-6.0
2018-12-11,YV,5715,BFL,PHX,-3.0,-6.0
2018-09-09,MQ,4035,DFW,CID,-16.0,-6.0
2018-08-07,UA,531,LAX,LAS,-20.0,-6.0
2018-07-10,9E,5007,MSP,CVG,-19.0,-6.0
2018-03-17,B6,238,MCO,BDL,-4.0,-6.0
2018-09-23,MQ,4083,SGF,CLT,2.0,-6.0
2018-08-02,OO,4739,MSP,DLH,-6.0,-6.0
2018-03-22,OO,7390,DTW,ITH,-4.0,-6.0
2018-03-18,AA,1398,SAN,PHX,8.0,-6.0
2018-03-18,YX,4545,MIA,BNA,-2.0,-6.0
2018-03-18,AS,150,ANC,LAX,-43.0,-6.0
2018-11-28,B6,989,BOS,DCA,44.0,-6.0
2018-02-14,AA,486,SFO,PHX,3.0,-6.0
2018-02-09,AA,2672,SMF,ORD,-20.0,-6.0
2018-08-07,DL,1699,ANC,MSP,-34.0,-6.0
2018-07-09,YX,4755,DCA,LGA,-22.0,-6.0
2018-12-12,WN,4020,BWI,BNA,-30.0,-6.0
2018-09-07,YX,6063,BOS,LGA,-2.0,-6.0
2018-02-09,EV,4210,IAH,MOB,-15.0,-6.0
2018-08-06,AA,1723,SAT,PHL,0.0,-6.0
2018-08-08,F9,672,DEN,MYR,-18.0,-6.0
2018-07-06,WN,330,BUR,SMF,-1.0,-6.0
2018-10-05,9E,5183,RDU,FLL,-18.0,-6.0
2018-09-09,AA,1690,BDL,CLT,-21.0,-6.0
2018-09-09,AA,1221,ORD,BNA,1.0,-6.0
2018-09-21,DL,1789,ATL,JAX,-13.0,-6.0
2018-07-06,AA,1496,PHL,SJU,5.0,-6.0
2018-02-14,VX,1730,DAL,DCA,-25.0,-6.0
2018-09-05,YX,4493,MSP,LGA,-23.0,-6.0
2018-12-30,DL,2387,DAB,ATL,-4.0,-6.0
2018-02-16,UA,613,ORD,EWR,-17.0,-6.0
2018-03-20,G4,341,MFR,LAX,-6.0,-6.0
2018-12-28,AS,566,PDX,SNA,-17.0,-6.0
2018-09-03,UA,568,EWR,ATL,-13.0,-6.0
2018-02-11,UA,403,IAD,DEN,-9.0,-6.0
2018-07-08,OO,5122,ORD,MBS,-5.0,-6.0
2018-09-08,AA,1027,LAS,ORD,-19.0,-6.0
2018-11-28,YV,5946,DFW,MAF,-3.0,-6.0
2018-01-05,WN,1717,STL,LAX,-7.0,-6.0
2018-09-03,DL,1935,MSP,MSY,-11.0,-6.0
2018-02-11,OO,5762,LAX,LAS,-27.0,-6.0
2018-10-07,OO,5467,IAH,TUS,-17.0,-6.0
2018-10-07,AA,2273,ABQ,DFW,3.0,-6.0
2018-01-05,MQ,3700,DFW,LFT,-14.0,-6.0
2018-09-03,EV,4006,EWR,DCA,-4.0,-6.0
2018-01-05,EV,3941,VPS,IAH,-24.0,-6.0
2018-08-03,G4,323,DSM,LAX,-10.0,-6.0
2018-02-10,OO,5166,LAX,MRY,-14.0,-6.0
2018-11-28,OO,3379,DAL,SEA,-9.0,-6.0
2018-09-01,AA,2812,DFW,ORD,-8.0,-6.0
2018-08-03,AA,1022,PBI,ORD,-32.0,-6.0
2018-07-06,OO,3397,SAN,SJC,-15.0,-6.0
2018-07-09,NK,147,ACY,ATL,-13.0,-6.0
2018-12-11,AA,1718,ATL,CLT,-10.0,-6.0
2018-12-29,F9,1570,LAS,BNA,-25.0,-6.0
2018-02-14,DL,1583,MSP,GRB,-24.0,-6.0
2018-08-06,OO,3407,SAN,SJC,-6.0,-6.0
2018-07-08,OH,5559,CLT,AVL,-14.0,-6.0
2018-12-14,F9,1597,LGA,MIA,-21.0,-6.0
2018-12-28,OO,5183,DFW,SFO,-5.0,-6.0
2018-08-07,WN,130,AUS,MCO,-15.0,-6.0
2018-09-02,AA,2519,PHX,DFW,-8.0,-6.0
2018-12-25,B6,1389,EWR,SJU,-15.0,-6.0
2018-02-13,WN,1933,STL,PIT,-18.0,-6.0
2018-01-11,MQ,3806,BHM,ORD,8.0,-6.0
2018-02-13,WN,2086,MSY,TPA,-5.0,-6.0
2018-12-31,B6,845,BOS,SYR,-9.0,-6.0
2018-01-11,WN,732,DCA,PVD,-15.0,-6.0
2018-09-06,AA,2782,IND,DFW,-23.0,-6.0
2018-11-30,AA,1092,TUL,DFW,-4.0,-6.0
2018-07-05,DL,1759,IND,ATL,-8.0,-6.0
2018-01-10,YV,6151,PHL,IAH,-33.0,-6.0
2018-07-05,DL,2564,PBI,ATL,-18.0,-6.0
2018-09-21,OH,5361,CLT,DAY,-13.0,-6.0
2018-01-11,9E,3850,LGA,MCI,-28.0,-6.0
2018-02-08,G4,463,LRD,LAS,-29.0,-6.0
2018-09-24,WN,6468,DCA,AUS,-16.0,-6.0
2018-02-13,NK,207,DFW,LAS,-4.0,-6.0
2018-03-14,UA,628,LGA,ORD,-39.0,-6.0
2018-01-01,B6,990,MCO,JFK,-5.0,-6.0
2018-12-10,DL,1610,DEN,DTW,-20.0,-6.0
2018-01-12,AA,392,ORD,LGA,21.0,-6.0
2018-08-28,AA,2564,DFW,ABQ,-13.0,-6.0
2018-03-13,9E,3906,ATL,VLD,-15.0,-6.0
2018-11-30,DL,1161,ATL,DAY,-20.0,-6.0
2018-07-13,9E,5094,CVG,ORD,-32.0,-6.0
2018-12-25,OO,3684,ERI,DTW,-24.0,-6.0
2018-02-18,DL,454,JFK,SEA,-8.0,-6.0
2018-02-18,UA,587,SEA,SFO,-31.0,-6.0
2018-07-13,EV,4184,RIC,EWR,-2.0,-6.0
2018-07-13,MQ,3504,DFW,AEX,-1.0,-6.0
2018-12-13,YV,5909,MOB,DFW,-5.0,-6.0
2018-08-30,DL,1104,MSP,RDU,-24.0,-6.0
2018-11-26,WN,6803,FLL,IND,-29.0,-6.0
2018-12-13,OO,3063,PHX,BFL,-13.0,-6.0
2018-03-23,UA,386,DEN,BOS,-14.0,-6.0
2018-09-05,AS,321,SJC,SEA,3.0,-6.0
2018-03-16,OO,4550,DTW,CID,0.0,-6.0
2018-09-05,UA,325,IAD,LAX,-15.0,-6.0
2018-03-16,OH,5466,CVG,CLT,-1.0,-6.0
2018-10-08,UA,1428,EWR,PBI,-3.0,-6.0
2018-07-05,UA,2369,SFO,MSP,-4.0,-6.0
2018-09-19,YV,6292,IAH,LFT,-16.0,-6.0
2018-09-05,B6,7,FLL,LAS,-39.0,-6.0
2018-09-05,AA,2437,LAX,DFW,-10.0,-6.0
2018-01-10,WN,1331,OAK,MSY,-12.0,-6.0
2018-03-15,AA,1168,PHX,TPA,-12.0,-6.0
2018-01-10,WN,1011,MEM,HOU,-17.0,-6.0
2018-08-30,UA,2138,EWR,LAS,-1.0,-6.0
2018-09-21,EV,4224,EWR,MKE,19.0,-6.0
2018-01-30,WN,2085,LAS,OAK,-20.0,-5.0
2018-02-12,WN,6087,SNA,OAK,-19.0,-5.0
2018-06-08,UA,424,IAD,SFO,4.0,-5.0
2018-10-22,OO,3085,PHX,PSP,-8.0,-5.0
2018-12-13,WN,1093,PHX,SFO,-17.0,-5.0
2018-12-13,OO,3303,TUS,SJC,-19.0,-5.0
2018-02-01,UA,323,PHL,DEN,5.0,-5.0
2018-10-22,OO,4134,GEG,SLC,-15.0,-5.0
2018-02-13,EV,2843,BTR,DFW,-10.0,-5.0
2018-11-09,DL,1284,HNL,LAX,-25.0,-5.0
2018-11-12,AA,2114,MCO,CLT,-2.0,-5.0
2018-01-30,UA,684,IAH,SNA,-19.0,-5.0
2018-10-24,WN,1945,SJC,PDX,-8.0,-5.0
2018-04-20,DL,1247,ATL,ORF,-20.0,-5.0
2018-06-09,WN,5417,MCO,MSY,-18.0,-5.0
2018-06-02,WN,6140,PIT,FLL,-19.0,-5.0
2018-12-17,AA,1673,MIA,STL,0.0,-5.0
2018-08-06,DL,2738,CMH,MSP,,-5.0
2018-08-06,DL,1380,LAS,SLC,-3.0,-5.0
2018-09-15,F9,670,SFO,DEN,-25.0,-5.0
2018-04-29,YV,5863,PHX,AMA,-8.0,-5.0
2018-01-30,WN,706,BWI,RDU,-16.0,-5.0
2018-04-20,AA,701,CLT,RSW,-18.0,-5.0
2018-01-30,DL,1728,MSP,SAN,-17.0,-5.0
2018-01-31,AA,360,DFW,IND,-14.0,-5.0
2018-01-31,WN,155,SEA,MDW,-46.0,-5.0
2018-04-20,DL,1685,ORF,ATL,-9.0,-5.0
2018-02-12,AA,373,LGA,ORD,-10.0,-5.0
2018-06-02,MQ,4111,ORD,ALO,-1.0,-5.0
2018-12-13,G4,21,MFE,LAS,-10.0,-5.0
2018-02-08,AA,488,DFW,PHL,-17.0,-5.0
2018-04-25,AA,1813,TPA,CLT,-1.0,-5.0
2018-08-11,OO,5192,SFO,BOI,-20.0,-5.0
2018-08-11,OH,5495,CAK,CLT,-9.0,-5.0
2018-06-05,AS,60,JNU,KTN,-12.0,-5.0
2018-09-19,OO,5767,SGF,ORD,-8.0,-5.0
2018-06-05,YX,5949,CHS,LGA,-19.0,-5.0
2018-04-25,WN,1198,STL,LAS,-14.0,-5.0
2018-06-07,OO,4318,SLC,ASE,-13.0,-5.0
2018-08-12,AA,1915,BOS,CLT,-12.0,-5.0
2018-09-19,AS,17,PHL,SEA,7.0,-5.0
2018-02-04,WN,2167,BWI,ABQ,-14.0,-5.0
2018-09-19,YX,4731,PHL,BNA,-6.0,-5.0
2018-02-08,AS,509,LAX,PDX,-18.0,-5.0
2018-09-19,B6,990,MCO,JFK,9.0,-5.0
2018-06-05,WN,5368,FLL,HOU,-7.0,-5.0
2018-08-09,AA,1367,SAN,PHL,-14.0,-5.0
2018-08-09,WN,2340,BUR,SMF,-7.0,-5.0
2018-09-18,OO,5034,FWA,ORD,2.0,-5.0
2018-09-18,MQ,3674,DFW,TYR,-10.0,-5.0
2018-12-15,OH,5485,OMA,CLT,1.0,-5.0
2018-10-23,HA,111,ITO,OGG,-2.0,-5.0
2018-04-24,DL,1900,ATL,GSO,-7.0,-5.0
2018-08-10,DL,2114,COS,ATL,-4.0,-5.0
2018-02-08,EV,5467,XNA,ATL,-14.0,-5.0
2018-04-25,OH,5372,CLT,RIC,11.0,-5.0
2018-06-07,UA,1195,SEA,ORD,-16.0,-5.0
2018-02-05,AA,2117,LGA,BOS,-18.0,-5.0
2018-06-06,MQ,3988,ORD,IAH,-37.0,-5.0
2018-11-11,DL,1752,SAV,ATL,-6.0,-5.0
2018-12-16,UA,280,EWR,SEA,6.0,-5.0
2018-10-23,AA,543,PHX,SAT,-7.0,-5.0
2018-10-22,MQ,3458,LIT,DFW,-10.0,-5.0
2018-06-04,OO,3061,PHX,YUM,-6.0,-5.0
2018-02-10,AA,1813,CLT,TPA,-3.0,-5.0
2018-06-04,B6,725,SJC,LGB,-5.0,-5.0
2018-08-13,DL,2127,FLL,ATL,-6.0,-5.0
2018-09-16,YV,6148,IAD,BTV,1.0,-5.0
2018-08-13,OO,5249,SFO,ONT,-13.0,-5.0
2018-08-07,WN,1919,DAL,AMA,-8.0,-5.0
2018-09-20,AS,22,SEA,ORD,-6.0,-5.0
2018-09-16,DL,732,JAX,ATL,-12.0,-5.0
2018-06-03,UA,790,AUS,ORD,-13.0,-5.0
2018-06-03,YV,6312,IAH,CMH,-20.0,-5.0
2018-08-06,WN,133,TPA,IND,-13.0,-5.0
2018-08-07,OO,3487,BZN,PDX,-2.0,-5.0
2018-06-04,AS,1050,HNL,SFO,27.0,-5.0
2018-12-17,AA,416,LAX,DEN,-13.0,-5.0
2018-02-11,UA,393,DEN,MCO,-19.0,-5.0
2018-08-12,OO,4281,DTW,SWF,12.0,-5.0
2018-02-03,WN,4755,SAN,SMF,-16.0,-5.0
2018-12-14,DL,1900,DTW,MCO,2.0,-5.0
2018-10-24,9E,5392,ATL,MLI,-1.0,-5.0
2018-02-09,OO,2948,SYR,ORD,31.0,-5.0
2018-06-05,EV,5554,ATL,XNA,-14.0,-5.0
2018-08-08,OO,7360,SLC,LWS,3.0,-5.0
2018-04-23,F9,1456,ATL,ISP,1.0,-5.0
2018-04-27,UA,669,SMF,DEN,-19.0,-5.0
2018-12-14,NK,896,LAX,LAS,-2.0,-5.0
2018-04-22,AA,1241,DTW,DFW,-12.0,-5.0
2018-06-08,OH,5220,CLT,MYR,-12.0,-5.0
2018-08-07,UA,2080,MSY,SFO,-9.0,-5.0
2018-09-19,UA,1072,SFO,ORD,-22.0,-5.0
2018-08-07,DL,1120,BOI,MSP,-7.0,-5.0
2018-04-22,9E,5055,LGA,STL,-38.0,-5.0
2018-10-29,WN,2104,BNA,CMH,-10.0,-5.0
2018-05-23,MQ,3734,ORD,CVG,-2.0,-5.0
2018-12-25,UA,243,EGE,ORD,3.0,-5.0
2018-11-04,YX,4561,GSO,PHL,-24.0,-5.0
2018-05-11,DL,1181,ATL,CAK,-1.0,-5.0
2018-05-22,9E,5316,BQK,ATL,-7.0,-5.0
2018-05-23,WN,1425,OAK,ONT,-6.0,-5.0
2018-05-11,9E,5128,DTW,BTV,-16.0,-5.0
2018-12-25,AA,1194,MCO,MIA,-24.0,-5.0
2018-05-11,WN,442,MCO,BUF,-10.0,-5.0
2018-08-29,OO,4969,MSP,CID,-16.0,-5.0
2018-01-08,YX,4639,MIA,CLE,-23.0,-5.0
2018-05-22,UA,1160,ORD,SNA,-14.0,-5.0
2018-08-30,OO,5459,SFO,SMF,-11.0,-5.0
2018-09-09,OO,3715,BOI,SLC,13.0,-5.0
2018-05-13,OO,2975,LAX,RNO,-2.0,-5.0
2018-10-30,DL,371,DCA,JFK,-13.0,-5.0
2018-01-09,OO,5768,IAH,BRO,-21.0,-5.0
2018-08-30,B6,1248,LAS,JFK,-24.0,-5.0
2018-10-29,YX,3516,EWR,EYW,-26.0,-5.0
2018-01-09,AS,323,SFO,SEA,-7.0,-5.0
2018-08-30,OO,3620,DTW,LAN,-7.0,-5.0
2018-01-09,9E,3921,MSP,DSM,-18.0,-5.0
2018-05-09,WN,5815,SJC,BUR,-10.0,-5.0
2018-10-28,YV,5906,DFW,VPS,-14.0,-5.0
2018-10-28,EV,4080,EWR,RIC,-27.0,-5.0
2018-05-09,DL,1474,ATL,CLE,-7.0,-5.0
2018-05-09,AA,2632,DFW,SLC,-15.0,-5.0
2018-08-27,OO,5896,MSO,DEN,-14.0,-5.0
2018-12-23,UA,2220,ORD,DEN,-14.0,-5.0
2018-11-05,DL,2706,OKC,ATL,-20.0,-5.0
2018-10-28,UA,2223,DEN,SEA,-2.0,-5.0
2018-08-26,DL,2338,SEA,ORD,24.0,-5.0
2018-05-09,EV,2895,BTR,CLT,-19.0,-5.0
2018-12-25,NK,265,ACY,FLL,-21.0,-5.0
2018-01-11,DL,2494,RSW,DTW,-25.0,-5.0
2018-12-24,B6,2358,BUR,JFK,-32.0,-5.0
2018-12-25,MQ,3360,ORD,SGF,-20.0,-5.0
2018-05-23,DL,839,DCA,ATL,6.0,-5.0
2018-01-11,YX,4677,MIA,PIT,-10.0,-5.0
2018-01-12,UA,659,IAH,CLT,3.0,-5.0
2018-05-10,G4,818,PIE,USA,-14.0,-5.0
2018-11-05,YX,6005,BUF,BOS,-3.0,-5.0
2018-09-10,AA,337,LGA,ORD,-7.0,-5.0
2018-10-29,OH,5156,BDL,DCA,-11.0,-5.0
2018-01-12,YX,3565,CLT,EWR,-10.0,-5.0
2018-01-03,EV,4159,BOS,CLE,-12.0,-5.0
2018-12-30,OO,3069,TUS,PHX,-17.0,-5.0
2018-05-19,UA,1451,LAX,ORD,-11.0,-5.0
2018-09-05,WN,633,LAX,OAK,-18.0,-5.0
2018-05-19,DL,1452,ABQ,ATL,-13.0,-5.0
2018-01-02,UA,1582,EWR,TPA,-2.0,-5.0
2018-05-19,WN,6065,BOS,MKE,-6.0,-5.0
2018-12-29,WN,4035,BNA,MSP,-15.0,-5.0
2018-09-04,OH,5206,CLT,EWN,-5.0,-5.0
2018-10-31,YX,3582,CMH,EWR,-12.0,-5.0
2018-01-03,AA,1221,AUS,DFW,-9.0,-5.0
2018-09-06,DL,1150,HNL,LAX,-7.0,-5.0
2018-05-18,MQ,3905,JAN,DFW,-12.0,-5.0
2018-11-01,WN,1680,OAK,PDX,-19.0,-5.0
2018-01-01,9E,3965,ATL,CID,-3.0,-5.0
2018-05-17,DL,1477,ORD,ATL,-6.0,-5.0
2018-05-18,UA,2129,SJC,ORD,1.0,-5.0
2018-12-30,AA,1329,SJU,ORD,-21.0,-5.0
2018-12-30,UA,830,DEN,ORD,-4.0,-5.0
2018-05-16,DL,2217,DTW,MSN,-4.0,-5.0
2018-05-17,EV,2943,MAF,DFW,-17.0,-5.0
2018-05-17,9E,5131,MSP,CWA,-12.0,-5.0
2018-05-18,YX,4396,CMH,DCA,-2.0,-5.0
2018-05-21,NK,141,BWI,LAX,-15.0,-5.0
2018-05-13,AS,922,SEA,BWI,6.0,-5.0
2018-12-27,UA,421,EWR,BOS,28.0,-5.0
2018-05-20,DL,1640,DTW,ATL,0.0,-5.0
2018-12-28,WN,5563,SNA,PHX,-3.0,-5.0
2018-09-08,OO,3610,FSD,MSP,-12.0,-5.0
2018-10-30,AA,1336,DFW,MCO,-24.0,-5.0
2018-05-13,OO,7411,DTW,PLN,-11.0,-5.0
2018-11-03,WN,2257,BWI,BDL,-13.0,-5.0
2018-05-13,DL,1983,SAV,ATL,-16.0,-5.0
2018-01-07,WN,3980,MCO,IND,-21.0,-5.0
2018-05-20,OO,7387,MSP,MQT,0.0,-5.0
2018-12-29,AA,1917,ORF,CLT,-18.0,-5.0
2018-05-20,WN,3114,ABQ,DEN,-17.0,-5.0
2018-12-29,AA,2452,LAX,ORD,-15.0,-5.0
2018-01-04,WN,586,MCO,BWI,-11.0,-5.0
