FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,ARR_DELAY,DEP_DELAY 
2009-09-10,US,621,PHX,OAK,-14.0,0.0
2009-03-29,DL,1936,ATL,ORD,-13.0,0.0
2009-09-05,US,627,DFW,PHX,-2.0,0.0
2009-07-12,WN,170,MCO,SAT,-16.0,0.0
2009-03-27,OH,6647,BOS,DCA,3.0,0.0
2009-03-27,9E,2997,DTW,XNA,-7.0,0.0
2009-09-10,WN,1532,LAX,SMF,-9.0,0.0
2009-06-06,AA,2309,ORD,DFW,-24.0,0.0
2009-03-23,WN,483,LBB,ABQ,1.0,0.0
2009-04-22,WN,40,HOU,DAL,-1.0,0.0
2009-09-11,WN,3383,BNA,MCI,-6.0,0.0
2009-09-11,UA,628,ORD,DCA,-6.0,0.0
2009-09-04,NW,1496,CLT,MSP,-8.0,0.0
2009-04-23,MQ,3366,ACT,DFW,-7.0,0.0
2009-09-12,NW,227,DTW,SEA,-30.0,0.0
2009-03-23,OH,6720,CMH,LGA,5.0,0.0
2009-09-12,OO,2518,MKE,PIT,1.0,0.0
2009-09-08,DL,1006,ATL,PHL,9.0,0.0
2009-09-10,OH,5060,DTW,PHL,15.0,0.0
2009-03-25,OH,6850,SRQ,CVG,1.0,0.0
2009-04-21,EV,5029,SHV,ATL,-3.0,0.0
2009-03-25,YV,2631,CLT,SAV,-9.0,0.0
2009-03-24,WN,71,PHX,LAX,-16.0,0.0
2009-04-22,OH,6437,ATL,TYS,1.0,0.0
2009-04-18,DL,1542,MSP,ATL,-11.0,0.0
2009-09-10,YV,7101,GJT,DEN,-3.0,0.0
2009-03-29,9E,2109,MSP,FSD,8.0,0.0
2009-08-26,OO,4840,SLC,PDX,-17.0,0.0
2009-09-28,YV,2668,MEM,CLT,-4.0,0.0
2009-05-03,XE,2062,IAH,LRD,-3.0,0.0
2009-09-28,UA,824,SFO,BOS,-5.0,0.0
2009-06-04,OH,6512,BWI,BOS,2.0,0.0
2009-08-26,WN,3798,LAS,SAN,-4.0,0.0
2009-06-04,OH,6321,CVG,DFW,13.0,0.0
2009-07-02,UA,510,SFO,SEA,-8.0,0.0
2009-08-26,WN,3781,SAT,BWI,11.0,0.0
2009-08-27,HA,36,HNL,PHX,25.0,0.0
2009-04-01,OH,6644,DCA,BOS,11.0,0.0
2009-03-11,WN,27,MCO,MDW,-22.0,0.0
2009-09-26,WN,3653,LAS,MCI,-3.0,0.0
2009-03-11,OH,6359,CVG,FLL,-1.0,0.0
2009-03-10,WN,1504,OAK,AUS,-3.0,0.0
2009-09-27,YV,7239,PVD,IAD,1.0,0.0
2009-07-08,WN,773,RNO,LAS,0.0,0.0
2009-09-27,OO,4721,SLC,LGB,-1.0,0.0
2009-09-27,XE,2334,IAH,SAV,-9.0,0.0
2009-03-06,OO,6616,DEN,CID,-12.0,0.0
2009-03-06,UA,1027,CMH,DEN,11.0,0.0
2009-11-02,FL,379,PHL,ATL,1.0,0.0
2009-03-06,DL,1892,ATL,BWI,3.0,0.0
2009-08-24,AA,603,DFW,SNA,-8.0,0.0
2009-05-06,OH,6414,RDU,DCA,1.0,0.0
2009-08-24,WN,1673,BWI,IND,-16.0,0.0
2009-03-05,WN,1564,OAK,SEA,-3.0,0.0
2009-04-02,WN,279,IAD,TPA,6.0,0.0
2009-04-02,WN,528,ORF,MDW,-3.0,0.0
2009-08-25,EV,5328,ATL,GSP,-3.0,0.0
2009-07-15,OH,6656,ORF,JFK,11.0,0.0
2009-07-15,OH,6494,CVG,BWI,-13.0,0.0
2009-05-04,OO,6327,PDX,OTH,-7.0,0.0
2009-03-08,WN,692,PHX,ABQ,-4.0,0.0
2009-08-25,9E,4131,RIC,DTW,0.0,0.0
2009-01-03,US,143,PHX,CMH,-4.0,0.0
2009-05-05,WN,659,BWI,ORF,4.0,0.0
2009-08-25,UA,627,ORD,SNA,-7.0,0.0
2009-05-05,9E,5860,HPN,ATL,-1.0,0.0
2009-09-02,WN,3942,SNA,SJC,-11.0,0.0
2009-09-02,WN,126,RNO,PHX,-3.0,0.0
2009-06-05,WN,1362,LAS,FLL,-22.0,0.0
2009-03-15,NW,1212,MEM,TPA,12.0,0.0
2009-09-21,US,1624,CLT,ORD,-19.0,0.0
2009-09-22,WN,3380,SEA,RNO,-3.0,0.0
2009-03-14,WN,2313,GEG,BOI,-4.0,0.0
2009-01-06,WN,110,MDW,SDF,-1.0,0.0
2009-09-22,EV,5499,ATL,LYH,-3.0,0.0
2009-03-15,DL,1131,BDL,CVG,-13.0,0.0
2009-03-16,AA,1903,DFW,ONT,-6.0,0.0
2009-08-31,NW,511,MSP,DEN,0.0,0.0
2009-08-31,NW,1451,JAX,DTW,-11.0,0.0
2009-03-17,US,1489,LGA,CLT,-31.0,0.0
2009-03-17,OH,6821,JFK,IAH,-28.0,0.0
2009-09-21,AA,477,DFW,ABQ,-8.0,0.0
2009-09-12,OO,4726,SLC,MFR,-16.0,0.0
2009-08-31,NW,1607,IND,LAX,8.0,0.0
2009-03-16,OO,4884,SNA,SLC,-9.0,0.0
2009-08-31,DL,1966,ATL,DCA,-25.0,0.0
2009-08-28,B6,735,JFK,BQN,52.0,0.0
2009-03-12,WN,980,PDX,SLC,0.0,0.0
2009-05-01,OH,6459,CVG,TPA,-1.0,0.0
2009-03-13,NW,1435,MEM,BWI,-12.0,0.0
2009-08-28,UA,561,MSY,DEN,-13.0,0.0
2009-05-01,NW,1468,MSP,DTW,-8.0,0.0
2009-06-13,WN,2410,DEN,MDW,-20.0,0.0
2009-09-02,DL,1594,SMF,ATL,0.0,0.0
2009-03-12,WN,1479,BWI,RSW,-5.0,0.0
2009-07-03,DL,1539,RDU,ATL,-1.0,0.0
2009-03-31,OO,6073,LAX,PDX,13.0,0.0
2009-09-23,YV,2926,BFL,PHX,-3.0,0.0
2009-09-02,US,728,DEN,PHL,5.0,0.0
2009-09-02,US,587,PHX,GEG,-17.0,0.0
2009-09-23,FL,1584,ATL,BKG,-8.0,0.0
2009-06-13,CO,720,DEN,CLE,-14.0,0.0
2009-03-13,WN,756,CMH,BWI,-10.0,0.0
2009-04-30,F9,608,DEN,IND,-1.0,0.0
2009-06-10,WN,1408,STL,SDF,-3.0,0.0
2009-06-13,B6,580,PBI,HPN,-4.0,0.0
2009-07-31,F9,359,TPA,DEN,20.0,0.0
2009-09-18,OH,6756,SAV,LGA,-2.0,0.0
2009-07-31,OO,4597,PSC,SLC,0.0,0.0
2009-01-29,OH,6335,BGR,JFK,31.0,0.0
2009-12-13,MQ,4502,LGA,BOS,-5.0,0.0
2009-12-13,WN,3111,LAS,OAK,-8.0,0.0
2009-04-08,WN,481,SJC,SEA,-5.0,0.0
2009-07-31,YV,2730,AUS,PHX,15.0,0.0
2009-05-22,US,1639,SNA,PHX,-5.0,0.0
2009-12-10,YV,2747,PHX,OAK,13.0,0.0
2009-12-09,OO,4565,IAH,SLC,38.0,0.0
2009-05-22,UA,66,MSP,DEN,11.0,0.0
2009-01-31,B6,717,JFK,SJU,9.0,0.0
2009-01-30,YV,2669,CLT,STL,17.0,0.0
2009-01-30,WN,1728,OAK,SNA,0.0,0.0
2009-08-01,OH,6590,CLE,JFK,5.0,0.0
2009-06-24,WN,2002,BDL,BWI,-10.0,0.0
2009-07-29,OO,4599,SLC,GTF,3.0,0.0
2009-07-20,DL,359,EWR,ATL,10.0,0.0
2009-12-15,DL,1722,CVG,BOS,-17.0,0.0
2009-05-24,YV,2634,CLT,CLE,-3.0,0.0
2009-12-17,9E,3878,DTW,BTV,2.0,0.0
2009-12-17,WN,592,ALB,MDW,-10.0,0.0
2009-09-23,AA,1329,MIA,MSY,-6.0,0.0
2009-05-24,MQ,3341,MAF,DFW,2.0,0.0
2009-12-14,EV,5289,GRR,ATL,42.0,0.0
2009-07-20,AA,1397,DFW,SAT,-1.0,0.0
2009-04-12,B6,832,PBI,JFK,-6.0,0.0
2009-05-23,WN,1312,SAT,MCO,2.0,0.0
2009-06-19,US,1269,IND,CLT,-8.0,0.0
2009-12-15,WN,41,DAL,HOU,-3.0,0.0
2009-09-18,WN,3548,LAS,ONT,-16.0,0.0
2009-12-14,WN,130,SJC,LAS,-8.0,0.0
2009-01-27,YV,2679,EWR,CLT,0.0,0.0
2009-05-21,NW,1029,FLL,MSP,-17.0,0.0
2009-08-04,WN,193,PHL,JAX,0.0,0.0
2009-08-04,MQ,4291,ORD,CMH,-7.0,0.0
2009-07-09,FL,500,ATL,LGA,-9.0,0.0
2009-02-03,OH,6537,CVG,SDF,29.0,0.0
2009-08-03,MQ,3667,DFW,CVG,-8.0,0.0
2009-12-05,WN,780,MDW,LGA,-27.0,0.0
2009-08-03,XE,2022,IAH,IND,-7.0,0.0
2009-06-25,WN,793,PHL,MDW,-23.0,0.0
2009-06-18,WN,283,HOU,OKC,-15.0,0.0
2009-05-20,UA,118,MCO,IAD,-1.0,0.0
2009-04-07,CO,786,IAH,MCO,-19.0,0.0
2009-05-20,YV,2781,COS,PHX,1.0,0.0
2009-07-19,OH,6669,JFK,RIC,-20.0,0.0
2009-12-04,OO,4587,SLC,PHX,-17.0,0.0
2009-06-01,WN,1062,PHX,SJC,-5.0,0.0
2009-02-05,WN,41,HOU,CRP,-5.0,0.0
2009-12-08,OO,5828,DEN,SJC,45.0,0.0
2009-06-08,9E,5827,ATL,IAH,-19.0,0.0
2009-08-02,WN,907,IND,LAS,5.0,0.0
2009-12-08,OH,6616,ATL,GSO,15.0,0.0
2009-12-09,FL,984,PIT,ATL,2.0,0.0
2009-09-24,AS,852,HNL,SEA,14.0,0.0
2009-12-08,CO,241,IAH,AUS,7.0,0.0
2009-01-13,WN,1536,ONT,OAK,-13.0,0.0
2009-12-06,YV,2801,SAT,PHX,14.0,0.0
2009-12-06,XE,2487,LFT,IAH,35.0,0.0
2009-08-03,NW,1455,SYR,DTW,17.0,0.0
2009-07-19,WN,3250,BDL,BWI,-10.0,0.0
2009-02-03,AA,2293,ORD,AUS,-14.0,0.0
2009-12-07,WN,875,BWI,STL,-6.0,0.0
2009-06-24,OO,4821,SLC,SFO,-12.0,0.0
2009-02-02,WN,135,SJC,RNO,3.0,0.0
2009-07-19,WN,475,MDW,STL,-11.0,0.0
2009-05-28,WN,1490,PHL,LAS,-11.0,0.0
2009-01-20,DL,1942,ATL,ORD,-4.0,0.0
2009-07-24,NW,1151,MSP,IAH,-10.0,0.0
2009-01-08,DL,1279,BDL,ATL,-17.0,0.0
2009-06-20,OH,6442,TPA,CVG,4.0,0.0
2009-06-08,US,45,PHX,KOA,-15.0,0.0
2009-09-21,OO,4794,SBA,SLC,1.0,0.0
2009-05-28,AA,1700,ATL,MIA,,0.0
2009-12-27,OH,5065,DTW,MDW,25.0,0.0
2009-12-25,AS,561,LAX,PDX,-6.0,0.0
2009-12-25,XE,2310,MEM,EWR,-26.0,0.0
2009-01-13,WN,16,BWI,HOU,10.0,0.0
2009-12-24,9E,3896,BHM,MEM,1.0,0.0
2009-05-28,MQ,4403,ORD,DAL,-13.0,0.0
2009-12-26,OH,5085,MSP,TUL,25.0,0.0
2009-04-11,OO,2791,GRB,MKE,18.0,0.0
2009-06-20,9E,2368,DTW,OMA,9.0,0.0
2009-12-30,UA,357,ORD,DFW,-17.0,0.0
2009-05-30,F9,262,DEN,SNA,0.0,0.0
2009-07-21,WN,3741,AUS,DEN,2.0,0.0
2009-05-29,FL,419,ATL,IND,-10.0,0.0
2009-06-21,OH,6764,ORD,JFK,-15.0,0.0
2009-07-21,XE,2053,STL,IAH,-2.0,0.0
2009-01-18,AA,294,ORD,MIA,-12.0,0.0
2009-01-17,DL,1641,ATL,ORF,2.0,0.0
2009-05-30,OO,4801,SEA,SLC,-5.0,0.0
2009-07-23,CO,1093,CMH,IAH,-3.0,0.0
2009-01-19,XE,3027,IAH,HRL,-7.0,0.0
2009-12-28,YV,7180,DEN,SAT,-10.0,0.0
2009-06-21,YV,2994,TUS,PHX,-5.0,0.0
2009-12-29,WN,3682,PVD,FLL,-18.0,0.0
2009-06-21,WN,367,DEN,TUL,-8.0,0.0
2009-07-23,YV,7161,ORD,DSM,-4.0,0.0
2009-12-29,WN,643,MCO,MDW,-10.0,0.0
2009-05-26,AA,1847,MSY,DFW,-5.0,0.0
2009-01-24,MQ,4020,ROC,ORD,10.0,0.0
2009-09-22,US,1019,CLT,MIA,3.0,0.0
2009-07-20,OH,6464,CAE,LGA,-8.0,0.0
2009-01-17,WN,2819,GEG,LAS,-22.0,0.0
2009-01-23,9E,2611,TLH,MEM,10.0,0.0
2009-01-17,WN,1757,BNA,LAS,-9.0,0.0
2009-12-19,HA,312,HNL,ITO,5.0,0.0
2009-06-22,AA,1520,LAX,MIA,-1.0,0.0
2009-12-17,UA,558,LAX,DEN,-13.0,0.0
2009-12-17,EV,4962,ATL,LEX,1.0,0.0
2009-01-26,WN,1109,DAL,ELP,-1.0,0.0
2009-06-19,DL,67,ATL,DFW,-14.0,0.0
2009-01-25,YV,2743,ICT,PHX,3.0,0.0
2009-12-18,AA,871,STL,DFW,-6.0,0.0
2009-05-25,WN,131,BNA,CLE,-7.0,0.0
2009-12-18,OO,4557,SLC,SFO,-12.0,0.0
2009-12-23,XE,2675,CLE,DFW,-1.0,0.0
2009-04-11,WN,3819,DEN,TPA,-4.0,0.0
2009-07-26,MQ,3803,DFW,MKE,18.0,0.0
2009-01-22,WN,1166,FLL,PHL,-8.0,0.0
2009-12-24,MQ,3534,LIT,DFW,8.0,0.0
2009-04-09,YV,2642,CLT,IAD,-5.0,0.0
2009-01-22,9E,2280,MSN,MEM,7.0,0.0
2009-07-25,US,96,LAS,DTW,-6.0,0.0
2009-07-25,OO,5818,LAX,SEA,-1.0,0.0
2009-12-21,OH,6467,BHM,LGA,-3.0,0.0
2009-01-23,UA,522,SFO,PDX,-12.0,0.0
2009-06-20,EV,4966,ATL,JAN,-12.0,0.0
2009-05-26,WN,1133,LAS,OAK,-16.0,0.0
2009-01-23,WN,949,MCI,MCO,-26.0,0.0
2009-09-19,UA,915,IAD,SFO,-20.0,0.0
2009-01-23,YV,2880,BUR,PHX,-6.0,0.0
2009-07-26,US,104,LAS,LAX,-16.0,0.0
2009-11-28,OO,6216,DEN,TUL,0.0,0.0
2009-02-12,WN,794,DAL,SAT,-7.0,0.0
2009-02-12,WN,615,MCO,BUF,-6.0,0.0
2009-08-06,WN,1044,LAX,OAK,-8.0,0.0
2009-02-11,MQ,4399,CID,ORD,38.0,0.0
2009-12-01,WN,2635,BUR,OAK,-13.0,0.0
2009-09-26,OH,6709,JFK,CMH,3.0,0.0
2009-05-19,YV,1964,HNL,ITO,8.0,0.0
2009-01-02,CO,1488,IAH,DTW,12.0,0.0
2009-02-09,OO,6656,DEN,BNA,-9.0,0.0
2009-11-28,OH,6346,ORD,JFK,-17.0,0.0
2009-04-06,AA,1035,DFW,SJC,-18.0,0.0
2009-04-06,WN,2722,SAN,OAK,-15.0,0.0
2009-05-17,WN,625,STL,MDW,0.0,0.0
2009-06-01,FL,125,ATL,TPA,1.0,0.0
2009-11-29,OH,6406,BNA,JFK,-12.0,0.0
2009-02-09,YV,2849,PHX,YUM,13.0,0.0
2009-05-19,OO,2850,MKE,EWR,-11.0,0.0
2009-11-30,YV,1023,HNL,KOA,1.0,0.0
2009-08-07,AA,2055,STL,DFW,-9.0,0.0
2009-05-19,OO,4513,SLC,GEG,2.0,0.0
2009-06-18,DL,675,PNS,ATL,26.0,0.0
2009-04-06,WN,1768,BNA,RDU,-8.0,0.0
2009-01-09,OO,4869,SLC,OAK,-11.0,0.0
2009-06-26,F9,239,BNA,DEN,-6.0,0.0
2009-11-26,OO,4888,SLC,MCI,-4.0,0.0
2009-02-12,FL,68,ATL,IAD,25.0,0.0
2009-01-10,CO,1656,PHX,IAH,0.0,0.0
2009-05-19,WN,732,MSY,FLL,-3.0,0.0
2009-09-16,WN,3622,SAN,PHX,-15.0,0.0
2009-08-09,OH,6613,JFK,RDU,-21.0,0.0
2009-05-18,FL,435,ATL,MKE,-1.0,0.0
2009-12-01,YV,7291,ROA,IAD,-14.0,0.0
2009-08-09,FL,659,ATL,HPN,2.0,0.0
2009-05-16,EV,5466,CSG,ATL,-8.0,0.0
2009-12-03,AA,1300,PSP,DFW,-3.0,0.0
2009-05-18,WN,157,CMH,BWI,-4.0,0.0
2009-02-06,WN,1225,BUR,SMF,-9.0,0.0
2009-12-03,B6,586,FLL,HPN,-12.0,0.0
2009-07-10,OO,4706,PIT,ATL,-19.0,0.0
2009-08-08,WN,2845,DEN,AMA,0.0,0.0
2009-11-28,9E,4313,MEM,RDU,-15.0,0.0
2009-02-12,YV,2884,PHX,IAH,10.0,0.0
2009-02-10,OO,4598,SLC,JAC,-3.0,0.0
2009-04-05,US,1411,ALB,CLT,-10.0,1.0
2009-05-18,EV,5160,OKC,ATL,-4.0,1.0
2009-09-04,OO,2518,MKE,PIT,2.0,1.0
2009-01-08,WN,1624,LAX,SMF,3.0,1.0
2009-03-17,WN,1342,SJC,BUR,-2.0,1.0
2009-06-19,WN,246,AMA,DAL,1.0,1.0
2009-02-16,DL,1958,ATL,DCA,2.0,1.0
2009-12-24,WN,1329,JAX,FLL,-4.0,1.0
2009-01-23,B6,58,MCO,JFK,-3.0,1.0
2009-08-27,OO,4668,SLC,DEN,2.0,1.0
2009-12-19,WN,1647,DEN,AMA,-8.0,1.0
2009-11-20,MQ,3086,SAN,LAX,1.0,1.0
2009-01-27,UA,385,ORD,MSP,-13.0,1.0
2009-12-15,WN,3570,OMA,DEN,-15.0,1.0
2009-08-13,AA,1112,DFW,TPA,-1.0,1.0
2009-07-02,WN,119,SDF,MDW,-3.0,1.0
2009-04-27,WN,139,PHX,STL,-14.0,1.0
2009-07-08,UA,136,SFO,ORD,-19.0,1.0
2009-09-15,WN,1079,OKC,PHX,-20.0,1.0
2009-01-15,EV,5043,ICT,ATL,7.0,1.0
2009-01-08,WN,2278,SJC,DEN,-12.0,1.0
2009-03-08,WN,2378,JAX,ORF,-8.0,1.0
2009-01-12,AA,1107,DFW,SMF,-12.0,1.0
2009-11-23,WN,2603,BWI,STL,-22.0,1.0
2009-06-20,FL,868,PHL,ATL,-23.0,1.0
2009-09-23,US,960,LAS,PHX,-5.0,1.0
2009-06-16,WN,467,MDW,IAD,-11.0,1.0
2009-04-25,DL,1492,PBI,LGA,-1.0,1.0
2009-01-08,WN,966,SJC,LAS,11.0,1.0
2009-05-17,CO,1823,CLT,EWR,-15.0,1.0
2009-09-11,US,1186,RDU,CLT,-12.0,1.0
2009-02-12,OO,6215,PDX,DEN,7.0,1.0
2009-05-28,AS,310,SFO,PSP,6.0,1.0
2009-11-27,AA,1062,DFW,PIT,5.0,1.0
2009-02-17,WN,1762,SEA,OAK,-7.0,1.0
2009-03-09,AS,41,ANC,BET,8.0,1.0
2009-05-26,CO,693,MCO,EWR,-15.0,1.0
2009-04-09,US,222,PHX,BOS,-17.0,1.0
2009-07-08,US,753,PHL,LAS,-3.0,1.0
2009-06-02,CO,16,LAX,EWR,-19.0,1.0
2009-11-20,US,1940,CLT,ALB,-7.0,1.0
2009-09-21,9E,4232,SDF,MSP,2.0,1.0
2009-04-12,UA,271,PHL,DEN,7.0,1.0
2009-06-19,NW,224,DTW,DCA,8.0,1.0
2009-09-15,WN,111,ISP,LAS,-19.0,1.0
2009-04-30,US,1972,DFW,CLT,-5.0,1.0
2009-04-09,CO,1803,LAX,EWR,-5.0,1.0
2009-04-30,US,2046,DCA,BOS,-1.0,1.0
2009-08-07,NW,203,MSP,LAS,10.0,1.0
2009-01-11,DL,1125,BOS,CVG,8.0,1.0
2009-06-27,DL,2063,ATL,TPA,6.0,1.0
2009-08-28,OO,5854,OKC,DEN,-7.0,1.0
2009-09-12,WN,1596,BHM,PHX,-23.0,1.0
2009-09-14,AA,818,PHX,DFW,4.0,1.0
2009-04-01,AA,624,SDF,DFW,5.0,1.0
2009-09-24,WN,303,HOU,STL,-13.0,1.0
2009-09-22,WN,24,DAL,LBB,2.0,1.0
2009-09-23,UA,291,IAD,SMF,-45.0,1.0
2009-06-16,CO,312,EWR,BQN,-35.0,1.0
2009-12-25,XE,2070,LRD,IAH,2.0,1.0
2009-09-14,WN,1662,BHM,TPA,-2.0,1.0
2009-01-04,EV,5293,CVG,SDF,-17.0,1.0
2009-06-26,WN,3139,SLC,DEN,40.0,1.0
2009-09-27,CO,1493,MCO,EWR,-9.0,1.0
2009-07-14,EV,5179,HSV,ATL,-7.0,1.0
2009-09-22,NW,430,DTW,MCO,-7.0,1.0
2009-01-05,B6,19,BTV,JFK,14.0,1.0
2009-05-17,WN,30,DAL,AMA,-5.0,1.0
2009-06-02,UA,706,DEN,OMA,-1.0,1.0
2009-09-23,XE,2044,IAH,CLT,14.0,1.0
2009-08-14,WN,39,DAL,HOU,1.0,1.0
2009-01-15,DL,11,ATL,SAN,-13.0,1.0
2009-08-27,WN,3338,OAK,LAS,-3.0,1.0
2009-12-18,XE,3085,TYS,IAH,-10.0,1.0
2009-07-18,UA,100,SFO,IAD,6.0,1.0
2009-04-08,MQ,3478,AMA,DFW,-2.0,1.0
2009-03-11,WN,593,LAS,PHX,6.0,1.0
2009-05-25,CO,748,IAH,FLL,-2.0,1.0
2009-07-17,UA,375,DEN,SMF,-15.0,1.0
2009-06-23,WN,345,OAK,LAX,2.0,1.0
2009-04-23,US,1419,PHL,LAX,-10.0,1.0
2009-09-15,WN,3153,RSW,PHL,-15.0,1.0
2009-08-28,MQ,4328,GSO,MIA,15.0,1.0
2009-04-23,YV,7192,MKE,ORD,8.0,1.0
2009-06-05,CO,1048,IAH,FLL,1.0,1.0
2009-05-01,WN,1028,STL,LIT,-8.0,1.0
2009-06-27,DL,1493,LGA,PBI,-18.0,1.0
2009-12-16,WN,81,SMF,SEA,-7.0,1.0
2009-03-21,US,628,LAS,PIT,15.0,1.0
2009-09-26,AA,629,MIA,TPA,4.0,1.0
2009-08-09,B6,1423,PDX,LGB,-9.0,1.0
2009-01-26,9E,2425,MSP,GSO,-8.0,1.0
2009-12-16,UA,782,ABQ,IAD,-17.0,1.0
2009-01-06,WN,21,AMA,DAL,0.0,1.0
2009-07-14,UA,601,ORD,SAN,-7.0,1.0
2009-02-13,OO,6762,DEN,SBA,15.0,1.0
2009-11-09,DL,1173,BOI,SLC,-4.0,1.0
2009-04-04,WN,1644,LAS,BUR,-11.0,1.0
2009-04-26,DL,137,JFK,LAX,12.0,1.0
2009-11-08,WN,3100,SLC,OAK,-6.0,1.0
2009-08-03,NW,222,HNL,SFO,-3.0,1.0
2009-04-13,WN,487,BOI,GEG,-10.0,1.0
2009-06-29,WN,922,ALB,BWI,-1.0,1.0
2009-02-27,9E,2299,MEM,SGF,-2.0,1.0
2009-02-22,WN,821,SJC,PHX,-7.0,1.0
2009-08-04,WN,2980,OAK,SLC,-19.0,1.0
2009-08-19,NW,704,MSP,MEM,8.0,1.0
2009-06-25,EV,5115,SDF,ATL,-4.0,1.0
2009-06-07,WN,1774,BNA,DTW,-4.0,1.0
2009-05-21,WN,2356,SAN,ABQ,-4.0,1.0
2009-02-10,DL,629,JFK,SEA,-21.0,1.0
2009-02-21,MQ,4237,ORD,LSE,62.0,1.0
2009-04-07,WN,492,BWI,PHX,-8.0,1.0
2009-12-01,HA,265,OGG,HNL,2.0,1.0
2009-05-30,WN,1130,FLL,DEN,45.0,1.0
2009-08-03,AA,1656,DFW,SDF,-10.0,1.0
2009-09-29,WN,2540,RDU,DEN,-14.0,1.0
2009-12-22,9E,3843,BTR,MEM,-7.0,1.0
2009-11-21,UA,511,BWI,DEN,-30.0,1.0
2009-11-24,9E,3814,LGA,IND,-4.0,1.0
2009-11-08,DL,1535,ATL,SMF,-23.0,1.0
2009-04-04,WN,3791,PHX,MCI,-22.0,1.0
2009-11-08,HA,388,HNL,KOA,6.0,1.0
2009-09-08,US,1402,CLT,IAH,15.0,1.0
2009-11-12,FL,483,BWI,ATL,-8.0,1.0
2009-01-22,WN,83,DAL,MCI,3.0,1.0
2009-02-06,OO,6434,LAX,SAT,-5.0,1.0
2009-01-17,AA,1235,SAT,ORD,-3.0,1.0
2009-04-09,WN,3314,OAK,PHX,-8.0,1.0
2009-07-07,DL,1155,DTW,SLC,-2.0,1.0
2009-11-25,FL,988,BWI,DAY,8.0,1.0
2009-05-17,WN,3251,ONT,PHX,-1.0,1.0
2009-05-11,B6,370,FLL,LGA,-10.0,1.0
2009-11-13,HA,144,LIH,HNL,-1.0,1.0
2009-08-17,WN,3227,OAK,LAS,-8.0,1.0
2009-12-23,AA,1499,PHL,DFW,3.0,1.0
2009-11-12,AA,277,MIA,LAX,-5.0,1.0
2009-04-04,US,1029,PHL,FLL,-2.0,1.0
2009-06-25,UA,201,IAD,SEA,25.0,1.0
2009-11-25,CO,51,EWR,CLE,-19.0,1.0
2009-02-13,WN,692,STL,DTW,-13.0,1.0
2009-12-22,WN,2848,HOU,OAK,0.0,1.0
2009-09-24,WN,976,MDW,BOS,-14.0,1.0
2009-09-07,OO,5973,DEN,MFR,0.0,1.0
2009-06-17,WN,2817,STL,MDW,-2.0,1.0
2009-04-11,WN,1093,MDW,BUF,-5.0,1.0
2009-09-29,EV,5308,STL,ATL,-8.0,1.0
2009-09-19,US,799,PHL,SEA,-30.0,1.0
2009-11-13,WN,241,MDW,MSP,40.0,1.0
2009-12-04,9E,4095,CWA,DTW,6.0,1.0
2009-01-02,WN,3724,ABQ,PHX,1.0,1.0
2009-11-14,CO,422,MSY,IAH,-9.0,1.0
2009-03-05,WN,230,MSY,DAL,-1.0,1.0
2009-06-24,WN,299,LAS,OMA,-16.0,1.0
2009-11-03,DL,2046,FLL,ATL,-3.0,1.0
2009-03-18,MQ,3725,DFW,CAE,23.0,1.0
2009-07-01,WN,608,OMA,DEN,9.0,1.0
2009-06-16,WN,782,BHM,STL,4.0,1.0
2009-08-24,WN,1234,JAX,BNA,-13.0,1.0
2009-11-03,WN,1471,BNA,MCO,-1.0,1.0
2009-07-12,WN,3144,BWI,STL,-2.0,1.0
2009-02-07,FL,904,MCO,CAK,2.0,1.0
2009-03-04,DL,82,ATL,JFK,-10.0,1.0
2009-11-03,MQ,3612,DSM,DFW,-5.0,1.0
2009-08-10,AS,121,SEA,ANC,19.0,1.0
2009-06-14,XE,2660,XNA,IAH,4.0,1.0
2009-09-04,WN,122,JAN,MDW,-12.0,1.0
2009-07-06,AS,487,SAN,SEA,-1.0,1.0
2009-06-11,US,454,ATL,PHX,65.0,1.0
2009-03-06,DL,25,ATL,LAS,-2.0,1.0
2009-12-28,AA,1580,DFW,STL,2.0,1.0
2009-03-07,WN,3879,BHM,BNA,-5.0,1.0
2009-06-12,FL,105,DFW,ATL,7.0,1.0
2009-09-13,WN,3890,PHX,IND,-9.0,1.0
2009-07-26,XE,2437,RDU,IAH,7.0,1.0
2009-11-28,WN,2603,BDL,BWI,-11.0,1.0
2009-08-12,AA,644,DFW,CLT,-12.0,1.0
2009-05-16,AA,484,DFW,MIA,0.0,1.0
2009-11-01,WN,713,SEA,OAK,-10.0,1.0
2009-11-16,AA,1076,STL,DCA,2.0,1.0
2009-09-07,OO,6402,SFO,EUG,-3.0,1.0
2009-08-21,WN,2215,SNA,SJC,-13.0,1.0
2009-11-24,US,365,PHX,SMF,-8.0,1.0
2009-07-12,DL,1694,ATL,SAV,0.0,1.0
2009-04-27,AS,564,PDX,LAX,0.0,1.0
2009-03-18,WN,2878,SMF,LAX,-2.0,1.0
2009-12-29,US,1815,PHL,CLT,10.0,1.0
2009-12-01,WN,374,BWI,TPA,-13.0,1.0
2009-08-02,CO,1649,FLL,IAH,-2.0,1.0
2009-11-06,US,590,ANC,PHX,-10.0,1.0
2009-01-05,UA,1432,DEN,MCO,-6.0,1.0
