FlightDate,Airline,Origin,Dest,ArrDelay,DepDelay,Cancelled,Distance

2020-08-12,ZW,FNT,ORD,-12.0,-12.0,False,223.0

2020-12-05,YX,HHH,CLT,-16.0,-12.0,False,207.0

2020-12-20,UA,ORD,PDX,2.0,-12.0,False,1739.0

2020-02-22,YX,RDU,DCA,-22.0,-12.0,False,227.0

2020-07-14,EV,HRL,IAH,-9.0,-12.0,False,295.0

2020-03-16,YX,EWR,CHS,-26.0,-12.0,False,628.0

2020-04-19,DL,SEA,LAS,-11.0,-12.0,False,867.0

2020-09-28,AS,DCA,SEA,-28.0,-12.0,False,2329.0

2020-09-16,AS,LAS,SEA,-23.0,-12.0,False,867.0

2020-01-22,OO,BNA,ORD,-38.0,-12.0,False,409.0

2020-12-02,UA,LAS,SFO,-26.0,-12.0,False,414.0

2020-03-19,YX,CMH,LGA,-15.0,-12.0,False,479.0

2020-03-29,CP,GEG,LAX,7.0,-12.0,False,945.0

2020-03-01,UA,LAX,IAD,-29.0,-12.0,False,2288.0

2020-02-04,B6,BNA,FLL,-21.0,-12.0,False,793.0

2020-01-09,UA,PBI,IAH,-12.0,-12.0,False,956.0

2020-08-31,MQ,MCI,ORD,-19.0,-12.0,False,403.0

2020-02-09,B6,FLL,ALB,-8.0,-12.0,False,1204.0

2020-06-09,9E,DTW,CLE,-16.0,-12.0,False,95.0

2020-07-28,OO,LAS,LAX,-13.0,-12.0,False,236.0

2020-03-28,AA,DFW,MSP,-34.0,-12.0,False,852.0

2020-03-04,UA,TPA,DEN,-22.0,-12.0,False,1506.0

2020-03-14,AA,BDL,PHL,-20.0,-12.0,False,196.0

2020-08-21,AS,SEA,PHL,-12.0,-12.0,False,2378.0

2020-10-10,YX,SDF,IAD,-26.0,-12.0,False,451.0

2020-11-06,B6,BOS,DCA,-27.0,-12.0,False,399.0

2020-10-16,OH,FAY,CLT,-34.0,-12.0,False,118.0

2020-04-23,MQ,DFW,MLU,-22.0,-12.0,False,293.0

2020-01-12,F9,ATL,MCO,-18.0,-12.0,False,404.0

2020-10-31,DL,LAX,DEN,-20.0,-12.0,False,862.0

2020-03-07,MQ,MIA,BHM,-26.0,-12.0,False,661.0

2020-12-22,PT,PHL,MDT,-25.0,-12.0,False,84.0

2020-11-01,ZW,CHO,IAD,-13.0,-12.0,False,77.0

2020-02-17,9E,LGA,JAX,-51.0,-12.0,False,833.0

2020-05-20,AA,EWR,DFW,-57.0,-12.0,False,1372.0

2020-02-12,OO,ORD,FWA,-14.0,-12.0,False,157.0

2020-01-17,B6,ROC,BOS,-12.0,-12.0,False,343.0

2020-03-31,OO,PIH,SLC,-31.0,-12.0,False,150.0

2020-04-27,HA,HNL,LIH,-18.0,-12.0,False,102.0

2020-01-26,MQ,TYS,ORD,-16.0,-12.0,False,475.0

2020-08-30,AA,PBI,PHL,-14.0,-12.0,False,951.0

2020-03-29,MQ,RDU,ORD,-28.0,-12.0,False,646.0

2020-11-28,UA,SEA,EWR,-37.0,-12.0,False,2402.0

2020-03-21,MQ,PNS,ORD,-3.0,-12.0,False,794.0

2020-01-31,AA,LGA,PIT,-25.0,-12.0,False,335.0

2020-11-27,AS,ANC,SCC,-9.0,-12.0,False,626.0

2020-01-26,AA,PHL,MIA,-33.0,-12.0,False,1013.0

2020-09-13,NK,RSW,ORD,-24.0,-12.0,False,1120.0

2020-01-28,AA,MAF,DFW,-1.0,-12.0,False,309.0

2020-12-09,DL,VPS,ATL,-7.0,-12.0,False,250.0

2020-11-13,AS,MSP,SEA,1.0,-12.0,False,1399.0

2020-08-22,AA,PHX,DFW,-17.0,-12.0,False,868.0

2020-06-19,AA,BWI,DFW,-8.0,-12.0,False,1217.0

2020-03-22,OO,SEA,SBP,-19.0,-12.0,False,847.0

2020-09-06,AA,JFK,PHX,-30.0,-12.0,False,2153.0

2020-04-03,OO,ORD,GRR,-29.0,-12.0,False,137.0

2020-11-08,YX,RDU,BOS,-21.0,-12.0,False,612.0

2020-08-23,UA,SNA,SFO,-29.0,-12.0,False,372.0

2020-08-15,OO,SUN,SFO,-47.0,-12.0,False,587.0

2020-06-11,G4,PGD,CHS,-8.0,-11.0,False,428.0

2020-02-25,OO,RNO,SFO,-35.0,-11.0,False,192.0

2020-03-07,MQ,PNS,ORD,-8.0,-11.0,False,794.0

2020-05-31,MQ,BIL,DFW,-23.0,-11.0,False,1081.0

2020-02-19,F9,LAS,SAN,-11.0,-11.0,False,258.0

2020-06-17,PT,TOL,CLT,-15.0,-11.0,False,466.0

2020-10-17,YX,DTW,PIT,-27.0,-11.0,False,201.0

2020-03-10,AA,BDL,ORD,-21.0,-11.0,False,783.0

2020-03-16,CP,SAN,LAX,-21.0,-11.0,False,109.0

2020-03-15,EV,IAH,LRD,-24.0,-11.0,False,301.0

2020-06-21,G4,SRQ,CVG,-17.0,-11.0,False,812.0

2020-02-23,MQ,LAN,ORD,-11.0,-11.0,False,179.0

2020-10-15,YX,DCA,ORD,-23.0,-11.0,False,612.0

2020-06-22,AA,DCA,MIA,-23.0,-11.0,False,919.0

2020-02-16,EV,CLE,DCA,-30.0,-11.0,False,310.0

2020-02-23,DL,MCO,MSP,-26.0,-11.0,False,1310.0

2020-08-07,NK,LAS,BNA,-14.0,-11.0,False,1587.0

2020-06-03,YV,BDL,IAD,-11.0,-11.0,False,326.0

2020-08-17,OO,DDC,DEN,-19.0,-11.0,False,292.0

2020-08-29,G7,IND,ORD,-14.0,-11.0,False,177.0

2020-10-09,OO,ORD,CMX,-16.0,-11.0,False,360.0

2020-06-11,C5,HSV,IAD,8.0,-11.0,False,596.0

2020-10-14,OO,RNO,SLC,-17.0,-11.0,False,422.0

2020-05-26,AA,JAC,DFW,-25.0,-11.0,False,1047.0

2020-02-21,AS,SFO,SEA,-26.0,-11.0,False,679.0

2020-10-10,DL,LGA,TPA,-30.0,-11.0,False,1010.0

2020-08-20,AS,KTN,SEA,0.0,-11.0,False,680.0

2020-05-08,9E,CRW,ATL,-25.0,-11.0,False,363.0

2020-02-03,YV,JAN,IAH,-31.0,-11.0,False,351.0

2020-06-03,AA,SFO,PHX,-25.0,-11.0,False,651.0

2020-09-23,OO,IAH,ICT,-23.0,-11.0,False,542.0

2020-03-22,C5,EWR,PQI,-39.0,-11.0,False,515.0

2020-05-17,9E,EVV,ATL,-19.0,-11.0,False,350.0

2020-02-17,OH,CID,CLT,-34.0,-11.0,False,742.0

2020-05-15,OO,DTW,BGM,-6.0,-11.0,False,378.0

2020-10-23,DL,LAS,SEA,1.0,-11.0,False,867.0

2020-02-05,YV,DFW,JAN,-21.0,-11.0,False,408.0

2020-06-13,OO,ORD,MSN,-19.0,-11.0,False,109.0

2020-04-18,AA,LAX,ORD,-43.0,-11.0,False,1744.0

2020-04-03,ZW,ORD,DAY,-36.0,-11.0,False,240.0

2020-10-12,OH,GNV,CLT,-10.0,-11.0,False,388.0

2020-07-30,G4,IND,JAX,-18.0,-11.0,False,687.0

2020-04-19,AA,SAN,PHX,-25.0,-11.0,False,304.0

2020-04-25,UA,IAH,DEN,-14.0,-11.0,False,862.0

2020-04-06,OO,LBF,DEN,-25.0,-11.0,False,228.0

2020-04-11,OO,BHM,DEN,-9.0,-11.0,False,1083.0

2020-04-04,G7,ORD,CAK,-32.0,-11.0,False,343.0

2020-07-02,AS,SEA,IAD,-1.0,-11.0,False,2306.0

2020-03-03,QX,PAE,SFO,-24.0,-11.0,False,710.0

2020-03-09,YV,FSD,DFW,-16.0,-11.0,False,737.0

2020-03-11,OO,MLI,MSP,-5.0,-11.0,False,274.0

2020-11-16,OO,IDA,SLC,-12.0,-11.0,False,188.0

2020-04-19,AS,JNU,YAK,-7.0,-11.0,False,198.0

2020-07-22,MQ,GGG,DFW,-10.0,-11.0,False,140.0

2020-07-25,MQ,DFW,SPI,-11.0,-11.0,False,630.0

2020-03-09,YV,CHS,IAD,4.0,-11.0,False,441.0

2020-11-15,QX,ABQ,PDX,-2.0,-11.0,False,1111.0

2020-07-19,G4,EVV,VPS,-17.0,-11.0,False,524.0

2020-11-23,QX,SBA,PDX,-3.0,-11.0,False,784.0

2020-11-01,ZW,ORD,TVC,-16.0,-11.0,False,224.0

2020-04-05,MQ,ORD,BNA,-19.0,-11.0,False,409.0

2020-01-26,F9,ORD,TPA,3.0,-11.0,False,1011.0

2020-09-21,UA,BOS,SFO,-23.0,-11.0,False,2704.0

2020-11-11,ZW,IAD,CAE,-8.0,-11.0,False,401.0

2020-01-16,OH,GPT,CLT,-12.0,-11.0,False,577.0

2020-01-22,B6,LGA,MCO,-47.0,-11.0,False,950.0

2020-12-28,B6,BOS,LAS,0.0,-11.0,False,2381.0

2020-01-18,AA,TPA,PHL,-29.0,-11.0,False,920.0

2020-01-08,AS,SEA,LAX,-18.0,-11.0,False,954.0

2020-03-22,OO,SLC,DEN,-24.0,-11.0,False,391.0

2020-07-25,PT,ALB,DCA,-19.0,-11.0,False,318.0

2020-03-22,OO,RNO,SFO,-13.0,-11.0,False,192.0

2020-07-08,AS,SEA,ORD,-2.0,-11.0,False,1721.0

2020-04-29,OO,MLI,ORD,-23.0,-11.0,False,139.0

2020-12-21,MQ,JAX,ORD,-15.0,-11.0,False,864.0

2020-11-01,UA,SFO,BOS,-6.0,-11.0,False,2704.0

2020-12-08,OO,BRO,IAH,-22.0,-11.0,False,308.0

2020-11-27,UA,RSW,DEN,-15.0,-11.0,False,1607.0

2020-11-05,UA,BOS,DEN,-21.0,-11.0,False,1754.0

2020-03-31,AA,DFW,TUS,-15.0,-11.0,False,813.0

2020-01-26,DL,SEA,AUS,-28.0,-11.0,False,1770.0

2020-07-15,OO,DEN,PUB,-10.0,-11.0,False,109.0

2020-03-16,OH,DCA,STL,-19.0,-11.0,False,719.0

2020-03-21,AA,CLT,MCO,-27.0,-11.0,False,468.0

2020-12-04,YV,CVG,IAD,-19.0,-11.0,False,388.0

2020-12-20,YV,VPS,DFW,-15.0,-11.0,False,641.0

2020-07-15,YV,IAH,TUL,-15.0,-11.0,False,429.0

2020-07-05,YV,SAT,IAH,-10.0,-11.0,False,191.0

2020-12-05,UA,LGA,ORD,-30.0,-11.0,False,733.0

2020-12-04,AA,ORD,LGA,-28.0,-11.0,False,733.0

2020-04-06,YX,ATL,MIA,-23.0,-11.0,False,594.0

2020-03-11,OH,PHL,MHT,-7.0,-11.0,False,289.0

2020-03-25,AX,DEN,GJT,-17.0,-11.0,False,212.0

2020-10-07,AA,GEG,PHX,-9.0,-11.0,False,1020.0

2020-03-30,OH,CLT,ILM,-16.0,-11.0,False,185.0

2020-07-26,OO,SFO,MSO,-27.0,-11.0,False,769.0

2020-02-25,C5,ALB,IAD,-31.0,-11.0,False,325.0

2020-03-18,AA,CLT,MCO,-8.0,-11.0,False,468.0

2020-07-06,DL,LAS,DTW,-12.0,-11.0,False,1749.0

2020-07-13,G7,LEX,ORD,-2.0,-11.0,False,323.0

2020-03-22,UA,IAH,CLE,-7.0,-11.0,False,1091.0

2020-04-04,DL,ATL,SRQ,-12.0,-11.0,False,444.0

2020-12-23,YV,DFW,STS,-5.0,-11.0,False,1495.0

2020-09-28,QX,GTF,SEA,2.0,-11.0,False,512.0

2020-03-17,OO,YUM,PHX,-17.0,-11.0,False,160.0

2020-01-28,PT,ABE,PHL,-10.0,-10.0,False,55.0

2020-08-26,DL,SRQ,ATL,-6.0,-10.0,False,444.0

2020-05-20,ZW,ATW,ORD,-8.0,-10.0,False,161.0

2020-07-30,OO,BFF,PIR,-27.0,-10.0,False,241.0

2020-03-25,OH,AVL,PHL,-48.0,-10.0,False,504.0

2020-07-13,WN,BDL,BWI,-20.0,-10.0,False,283.0

2020-08-02,YV,CVG,IAH,-7.0,-10.0,False,871.0

2020-03-13,OH,CVG,DCA,-12.0,-10.0,False,411.0

2020-03-17,YX,LGA,DTW,-23.0,-10.0,False,502.0

2020-01-28,MQ,DFW,BRO,25.0,-10.0,False,482.0

2020-07-09,OO,BTR,DFW,-4.0,-10.0,False,383.0

2020-06-19,9E,DTW,BGM,-10.0,-10.0,False,378.0

2020-05-31,MQ,ORD,COU,-36.0,-10.0,False,315.0

2020-05-10,ZW,ORD,DAY,-31.0,-10.0,False,240.0

2020-01-19,WN,STL,MKE,-20.0,-10.0,False,317.0

2020-03-29,OH,DCA,STL,-19.0,-10.0,False,719.0

2020-01-10,G4,CVG,EWR,-24.0,-10.0,False,569.0

2020-03-15,OO,DEN,PRC,-16.0,-10.0,False,557.0

2020-03-01,YX,IAD,IND,-24.0,-10.0,False,476.0

2020-08-22,YX,RSW,EWR,-38.0,-10.0,False,1068.0

2020-05-22,MQ,TUL,ORD,-31.0,-10.0,False,585.0

2020-07-09,G4,GSP,SFB,-17.0,-10.0,False,425.0

2020-08-08,G7,ORD,TUL,-6.0,-10.0,False,585.0

2020-07-18,YX,LGA,BOS,-23.0,-10.0,False,184.0

2020-08-02,WN,KOA,OGG,-21.0,-10.0,False,84.0

2020-06-02,WN,MDW,AUS,-28.0,-10.0,False,972.0

2020-03-13,OO,SBN,ORD,-17.0,-10.0,False,84.0

2020-07-29,PT,PHL,RIC,-37.0,-10.0,False,198.0

2020-01-21,AA,BOS,CLT,-14.0,-10.0,False,728.0

2020-07-23,OO,BJI,MSP,-12.0,-10.0,False,199.0

2020-05-31,DL,MCO,DTW,-8.0,-10.0,False,957.0

2020-05-24,OH,AGS,CLT,-16.0,-10.0,False,140.0

2020-08-16,YX,MIA,EYW,-10.0,-10.0,False,126.0

2020-07-11,OO,DEN,HDN,-4.0,-10.0,False,141.0

2020-07-26,ZW,ORD,IND,-16.0,-10.0,False,177.0

2020-07-17,G4,DSM,SFB,1.0,-10.0,False,1124.0

2020-03-28,OO,HSV,DFW,-22.0,-10.0,False,603.0

2020-08-01,YX,ACK,LGA,-18.0,-10.0,False,202.0

2020-03-15,9E,DSM,DTW,-14.0,-10.0,False,534.0

2020-03-17,9E,XNA,LGA,-29.0,-10.0,False,1147.0

2020-07-23,OH,MYR,CLT,2.0,-10.0,False,157.0

2020-05-12,OO,SHV,DFW,-3.0,-10.0,False,190.0

2020-03-07,PT,PHL,CLE,-21.0,-10.0,False,363.0

2020-03-08,PT,PHL,RIC,-16.0,-10.0,False,198.0

2020-03-23,9E,BWI,CVG,-5.0,-10.0,False,430.0

2020-03-28,PT,ITH,PHL,-12.0,-10.0,False,192.0

2020-03-15,9E,CAE,ATL,-29.0,-10.0,False,192.0

2020-01-30,EV,LBB,IAH,-13.0,-10.0,False,458.0

2020-01-11,9E,ORF,LGA,-41.0,-10.0,False,296.0

2020-03-23,QX,PHX,PAE,-12.0,-10.0,False,1133.0

2020-03-26,9E,CMH,MSP,-7.0,-10.0,False,626.0

2020-01-17,YV,IAD,GSP,-26.0,-10.0,False,384.0

2020-03-18,9E,LGA,RDU,-24.0,-10.0,False,431.0

2020-01-21,MQ,ORD,GSO,-18.0,-10.0,False,589.0

2020-03-29,AA,LAX,SFO,-31.0,-10.0,False,337.0

2020-08-22,F9,LAS,EWR,7.0,-10.0,False,2227.0

2020-07-14,B6,MCO,JFK,-20.0,-10.0,False,944.0

2020-01-30,OO,LGA,ORD,-14.0,-10.0,False,733.0

2020-03-29,AA,STL,LAX,-29.0,-10.0,False,1592.0

2020-03-04,AX,DEN,GJT,-18.0,-10.0,False,212.0

2020-01-05,UA,MEM,ORD,-20.0,-10.0,False,491.0

2020-01-28,G7,DSM,ORD,-26.0,-10.0,False,299.0

2020-03-21,AA,SAT,DFW,-23.0,-10.0,False,247.0

2020-01-29,DL,LGA,DTW,-16.0,-10.0,False,502.0

2020-03-19,PT,PHL,BWI,-20.0,-10.0,False,90.0

2020-07-03,YV,SAT,IAH,-16.0,-10.0,False,191.0

2020-07-04,B6,SFO,JFK,-21.0,-10.0,False,2586.0

2020-07-16,B6,MCO,EWR,-29.0,-10.0,False,937.0

2020-03-18,UA,IAH,HNL,-20.0,-10.0,False,3904.0

2020-08-01,MQ,AMA,DFW,9.0,-10.0,False,312.0

2020-01-06,NK,RSW,IND,-20.0,-10.0,False,945.0

2020-06-16,YX,MIA,MCI,-16.0,-10.0,False,1251.0

2020-01-16,F9,SAN,LAS,-12.0,-10.0,False,258.0

2020-01-25,F9,DEN,TPA,-28.0,-10.0,False,1506.0

2020-06-09,YX,EYW,RSW,-7.0,-10.0,False,136.0

2020-01-18,OO,ABQ,PDX,-6.0,-10.0,False,1111.0

2020-01-22,DL,LAS,SEA,-9.0,-10.0,False,867.0

2020-05-18,QX,SFO,PDX,-37.0,-10.0,False,550.0

2020-01-28,EM,MKK,HNL,-10.0,-10.0,False,54.0

2020-07-19,AA,RSW,DCA,-7.0,-10.0,False,892.0

2020-08-14,QX,PDX,SJC,-22.0,-10.0,False,569.0

2020-03-28,WN,LAS,SJC,-20.0,-10.0,False,386.0

2020-03-07,OO,MFR,SFO,-27.0,-10.0,False,329.0

2020-08-09,AA,AUS,CLT,-9.0,-10.0,False,1032.0

2020-07-19,AA,DCA,CLT,-32.0,-10.0,False,331.0

2020-08-02,PT,PHL,BGR,-43.0,-10.0,False,473.0

2020-07-21,NK,FLL,RIC,-7.0,-10.0,False,805.0

2020-01-23,YX,DTW,LGA,-43.0,-10.0,False,502.0

2020-06-16,OH,BTR,CLT,-24.0,-10.0,False,675.0

2020-03-19,B6,JFK,LAX,17.0,-10.0,False,2475.0

2020-01-23,9E,BNA,LGA,-25.0,-10.0,False,764.0

2020-06-07,AS,JNU,SEA,-17.0,-10.0,False,909.0

2020-03-11,DL,LGA,MSP,-23.0,-10.0,False,1020.0

2020-06-03,YV,ELP,DFW,-13.0,-10.0,False,551.0

2020-08-29,AA,MIA,PHX,-4.0,-10.0,False,1972.0

2020-08-21,AA,ORD,DCA,-26.0,-10.0,False,612.0

2020-05-25,YX,BDL,ORD,-56.0,-10.0,False,783.0

2020-01-28,UA,DEN,MCO,-14.0,-10.0,False,1546.0

2020-01-16,C5,CLE,DCA,-22.0,-10.0,False,310.0

2020-03-16,ZW,ORD,COU,6.0,-10.0,False,315.0

2020-03-09,ZW,IAD,GSP,-21.0,-10.0,False,384.0

2020-06-03,OH,MYR,CLT,-29.0,-10.0,False,157.0

2020-09-21,B6,JAX,EWR,-24.0,-10.0,False,820.0

2020-09-03,DL,FLL,JFK,-33.0,-10.0,False,1069.0

2020-11-19,OO,PHX,SGU,-14.0,-10.0,False,262.0

2020-09-07,MQ,GRK,DFW,13.0,-10.0,False,134.0

2020-09-11,B6,LGB,AUS,-8.0,-10.0,False,1226.0

2020-11-21,AA,PHX,ORD,-33.0,-10.0,False,1440.0

2020-10-31,F9,DEN,RDU,-34.0,-10.0,False,1436.0

2020-12-25,AA,DFW,BUR,-23.0,-10.0,False,1231.0

2020-10-05,G7,CLE,EWR,-15.0,-10.0,False,404.0

2020-12-04,AA,GRR,PHX,-56.0,-10.0,False,1574.0

2020-10-08,F9,TTN,MCO,-16.0,-10.0,False,896.0

2020-11-09,DL,ORF,ATL,-15.0,-10.0,False,516.0

2020-12-02,AS,OGG,SEA,-38.0,-10.0,False,2640.0

2020-09-16,9E,CID,MSP,-25.0,-10.0,False,220.0

2020-11-06,F9,CLE,MCO,-18.0,-10.0,False,895.0

2020-10-15,OH,DSM,CLT,-7.0,-10.0,False,815.0

2020-09-04,9E,ACK,LGA,-26.0,-10.0,False,202.0

2020-11-02,AS,PHX,PDX,-7.0,-10.0,False,1009.0

2020-11-30,OO,AEX,IAH,-3.0,-10.0,False,190.0

2020-10-18,UA,EWR,STT,-29.0,-10.0,False,1634.0

2020-11-28,QX,PDX,ABQ,-7.0,-10.0,False,1111.0

2020-12-24,AA,LAS,CLT,4.0,-10.0,False,1916.0

2020-09-01,OO,SFO,RNO,-19.0,-10.0,False,192.0

2020-09-23,OO,DTW,AZO,-3.0,-10.0,False,113.0

2020-09-27,G4,GRR,LAS,-14.0,-10.0,False,1642.0

2020-02-17,YX,ORF,LGA,-30.0,-10.0,False,296.0

2020-02-06,YX,LGA,STL,7.0,-10.0,False,888.0

2020-12-04,9E,BOS,CVG,-4.0,-10.0,False,752.0

2020-02-08,OO,ASE,LAX,11.0,-10.0,False,737.0

2020-10-21,DL,ATL,DEN,-22.0,-10.0,False,1199.0

2020-10-31,NK,BWI,ATL,-11.0,-10.0,False,577.0

2020-02-13,AS,LAX,IAD,-21.0,-10.0,False,2288.0

2020-02-19,OO,IMT,DTW,-39.0,-10.0,False,344.0

2020-06-21,AA,DCA,DFW,5.0,-10.0,False,1192.0

2020-02-10,UA,IAH,LAX,-23.0,-10.0,False,1379.0

2020-02-04,UA,LAX,SFO,-19.0,-10.0,False,337.0

2020-12-03,AA,ORD,LGA,-25.0,-10.0,False,733.0

2020-11-29,MQ,SYR,ORD,-20.0,-10.0,False,607.0

2020-12-01,AA,AUS,DFW,-1.0,-10.0,False,190.0

2020-12-04,AA,CLT,BNA,-10.0,-10.0,False,328.0

2020-09-12,OO,SBA,SEA,-9.0,-10.0,False,908.0

2020-12-16,9E,ATL,GTR,-6.0,-10.0,False,241.0

2020-02-06,UA,FLL,IAH,-15.0,-10.0,False,966.0

2020-09-01,OO,SJC,LAX,-23.0,-10.0,False,308.0

2020-02-24,UA,GEG,ORD,-25.0,-10.0,False,1498.0

2020-12-10,F9,TYS,DEN,-25.0,-10.0,False,1162.0

2020-04-27,AA,LAX,MIA,-15.0,-10.0,False,2342.0

2020-04-06,AA,DFW,DCA,-28.0,-10.0,False,1192.0

2020-04-05,AA,CLT,MSY,-30.0,-10.0,False,651.0

2020-12-11,DL,ATL,SRQ,-12.0,-10.0,False,444.0

2020-04-01,AA,LAX,DFW,-33.0,-10.0,False,1235.0

2020-04-23,OO,DEN,MRY,-28.0,-10.0,False,959.0

2020-12-07,MQ,BRO,DFW,-10.0,-10.0,False,482.0

2020-04-20,OO,DFW,SPI,-2.0,-10.0,False,630.0

2020-04-12,G7,ORD,STL,-19.0,-10.0,False,258.0

2020-04-24,OO,MSP,LSE,-18.0,-10.0,False,119.0

2020-04-09,OO,DEN,GSP,-37.0,-10.0,False,1278.0

2020-12-11,ZW,DAY,ORD,-18.0,-10.0,False,240.0

2020-09-03,AS,SEA,SNA,-6.0,-10.0,False,978.0

2020-04-18,YX,MIA,MSY,5.0,-10.0,False,675.0

2020-12-22,G7,CAK,ORD,-28.0,-10.0,False,343.0

2020-04-22,YV,DFW,ECP,-9.0,-10.0,False,685.0

2020-04-18,DL,ATL,BUF,-7.0,-10.0,False,712.0

2020-12-14,YX,PIT,PHL,-29.0,-10.0,False,268.0

2020-04-11,B6,JFK,FLL,-35.0,-10.0,False,1069.0

2020-04-15,WN,TPA,IND,-13.0,-10.0,False,837.0

2020-04-10,WN,BWI,SAT,-11.0,-10.0,False,1407.0

2020-12-05,YV,MLI,DFW,-18.0,-10.0,False,691.0

2020-09-12,AA,TUL,DFW,-24.0,-10.0,False,237.0

2020-12-26,QX,HLN,SEA,-26.0,-10.0,False,491.0

2020-12-18,OO,TUS,SLC,-6.0,-10.0,False,601.0

2020-12-06,OO,GEG,LAX,16.0,-10.0,False,945.0

2020-11-29,G7,CID,ORD,-12.0,-10.0,False,196.0

2020-09-14,AA,DCA,CLT,-28.0,-10.0,False,331.0

2020-11-14,OH,CLT,CHS,-16.0,-10.0,False,168.0

2020-11-27,F9,ATL,SJU,-20.0,-10.0,False,1547.0

2020-11-22,B6,MCO,BDL,-8.0,-10.0,False,1050.0

2020-12-22,OO,DEN,MTJ,-24.0,-10.0,False,196.0

2020-11-12,OH,CLT,ECP,-26.0,-10.0,False,437.0

2020-12-07,OH,PHL,ALB,-29.0,-10.0,False,212.0

2020-09-30,C5,SDF,IAD,-18.0,-10.0,False,451.0

2020-09-19,G7,ORD,CAK,-23.0,-10.0,False,343.0

2020-09-23,UA,ORD,SFO,-20.0,-10.0,False,1846.0

2020-04-20,OH,ABE,CLT,-32.0,-10.0,False,481.0

2020-09-19,UA,RNO,DEN,-31.0,-10.0,False,804.0

2020-11-15,YX,CLT,HHH,-8.0,-10.0,False,207.0

2020-11-04,ZW,LAN,ORD,-21.0,-10.0,False,179.0

2020-11-10,YX,CLT,CMH,-28.0,-10.0,False,347.0

2020-09-01,YV,IAH,ELP,-17.0,-10.0,False,667.0

2020-12-13,OO,COD,DEN,-20.0,-10.0,False,391.0

2020-12-03,OO,PRC,DEN,-9.0,-10.0,False,557.0

2020-02-23,AA,TPA,PHX,15.0,-10.0,False,1788.0

2020-02-25,B6,BOS,SAV,-8.0,-10.0,False,901.0

2020-02-19,F9,TTN,ATL,-7.0,-10.0,False,701.0

2020-02-06,YV,SDF,DFW,-2.0,-10.0,False,733.0

2020-06-07,UA,SFO,LAS,-24.0,-10.0,False,414.0

2020-06-20,OO,OMA,DFW,-16.0,-10.0,False,583.0

2020-02-01,HA,HNL,ITO,-13.0,-10.0,False,216.0

2020-02-01,F9,PHX,SAN,-6.0,-10.0,False,304.0

2020-02-25,EV,EWR,SYR,-30.0,-10.0,False,195.0

2020-03-10,EV,LRD,IAH,-12.0,-10.0,False,301.0

2020-06-04,G4,MFR,LAS,-9.0,-10.0,False,600.0

2020-10-12,OO,SBP,PHX,-4.0,-10.0,False,509.0

2020-10-20,YX,PIT,ORD,-12.0,-10.0,False,413.0

2020-02-04,PT,SBY,PHL,-22.0,-10.0,False,107.0

2020-02-14,F9,MCO,DFW,-12.0,-10.0,False,985.0

2020-06-12,G7,STL,ORD,-13.0,-10.0,False,258.0

2020-06-01,UA,IAH,SAT,-21.0,-10.0,False,191.0

2020-06-17,OO,LAX,STS,-11.0,-10.0,False,400.0

2020-10-12,G4,PGD,MCI,37.0,-10.0,False,1125.0

2020-10-22,OO,PIB,IAH,-10.0,-10.0,False,372.0

2020-06-22,UA,SFO,SNA,-22.0,-10.0,False,372.0

2020-02-03,MQ,ORD,RST,-17.0,-10.0,False,268.0

2020-02-17,AA,MAF,DFW,-11.0,-10.0,False,309.0

2020-06-11,C5,IAD,CVG,-14.0,-10.0,False,388.0

2020-02-15,AA,MDT,CLT,-45.0,-9.0,False,413.0

2020-03-27,UA,RSW,IAD,-13.0,-9.0,False,891.0

2020-03-17,G7,ABE,ORD,-20.0,-9.0,False,654.0

2020-11-13,9E,ATL,SHV,-14.0,-9.0,False,551.0

2020-09-29,AA,DFW,COS,-10.0,-9.0,False,592.0

2020-09-17,AA,RDU,DFW,-8.0,-9.0,False,1061.0

2020-11-11,B6,ATL,FLL,-4.0,-9.0,False,581.0

2020-02-02,AA,MCO,DFW,5.0,-9.0,False,985.0

2020-08-19,UA,FLL,ORD,-33.0,-9.0,False,1182.0

2020-12-18,YX,CHS,ORD,-25.0,-9.0,False,760.0

2020-01-24,OO,BZN,LAX,-40.0,-9.0,False,902.0

2020-09-19,AA,CLT,MSP,-5.0,-9.0,False,930.0

2020-04-22,AA,GRR,DFW,-10.0,-9.0,False,931.0

2020-12-08,YX,ORD,SYR,-9.0,-9.0,False,607.0

2020-08-31,DL,MSP,DEN,-5.0,-9.0,False,680.0

